time,from,sender name,sender lat,sender long,rx lat,rx long,rx elevation,rx snr,distance,hop limit,payload,rx rssi
-73,07:21:36,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,5.750000,0,0,"seq 56"
-76,07:22:37,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,6.250000,0,0,"seq 57"
-71,07:23:37,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,7.250000,0,0,"seq 58"
-72,07:24:37,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,6.500000,0,0,"seq 59"
-71,07:25:37,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,6.250000,0,0,"seq 60"
-71,07:26:37,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,5.750000,0,0,"seq 61"
-70,07:27:38,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,6.500000,0,0,"seq 62"
-75,07:28:37,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,5.500000,0,0,"seq 63"
-74,07:29:38,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,5.750000,0,0,"seq 64"
-78,07:30:37,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,5.500000,0,0,"seq 65"
-78,07:31:37,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,5.750000,0,0,"seq 66"
-78,07:32:37,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,5.750000,0,0,"seq 67"
-78,07:33:38,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,5.500000,0,0,"seq 68"
-79,07:34:38,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,5.500000,0,0,"seq 69"
-80,07:35:38,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,6.000000,0,0,"seq 70"
-74,08:31:33,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,6.000000,0,0,"seq 1"
-62,08:32:33,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,6.750000,0,0,"seq 2"
-62,08:33:34,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,6.500000,0,0,"seq 3"
-63,08:34:33,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,7.250000,0,0,"seq 4"
-57,08:35:34,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,7.000000,0,0,"seq 5"
-62,08:36:34,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,6.250000,0,0,"seq 6"
-60,08:37:34,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,6.250000,0,0,"seq 7"
-63,08:38:34,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,6.250000,0,0,"seq 8"
-62,08:39:34,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,5.500000,0,0,"seq 9"
-90,08:40:34,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,4.500000,0,0,"seq 10"
-99,08:41:34,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,2.750000,0,0,"seq 11"
-101,08:42:35,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-6.000000,0,0,"seq 12"
-112,08:43:34,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,5.250000,0,0,"seq 13"
-92,08:44:35,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,5.000000,0,0,"seq 14"
-92,08:46:35,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-6.250000,0,0,"seq 16"
-112,08:47:35,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-16.500000,0,0,"seq 17"
-122,08:49:35,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-19.500000,0,0,"seq 19"
-125,08:50:35,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-9.500000,0,0,"seq 20"
-115,08:51:35,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-5.750000,0,0,"seq 21"
-112,08:52:36,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-2.750000,0,0,"seq 22"
-108,08:53:36,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,6.750000,0,0,"seq 23"
-86,10:22:54,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,6.250000,0,0,"seq 1"
-67,10:23:55,-1884870688,Mobile,50.724864,3.643802,50.723060,3.632340,88,6.750000,830.723877,0,"seq 2"
-66,10:26:54,-1884870688,Mobile,50.724864,3.643802,50.723060,3.632340,88,-2.250000,830.723877,0,"seq 5"
-106,10:27:54,-1884870688,Mobile,50.724864,3.643802,50.723060,3.632340,88,-3.500000,830.723877,0,"seq 6"
-108,10:28:55,-1884870688,Mobile,50.724864,3.643802,50.723060,3.632340,88,-11.250000,830.723877,0,"seq 7"
-113,10:29:55,-1884870688,Mobile,50.724864,3.643802,50.723060,3.632340,88,-11.500000,830.723877,0,"seq 8"
-115,11:09:48,-1884870688,Mobile,50.724864,3.643802,50.723060,3.632340,88,-12.250000,830.723877,0,"seq 5"
-117,11:11:48,-1884870688,Mobile,50.724864,3.643802,50.723060,3.632340,88,-3.750000,830.723877,0,"seq 7"
-108,11:13:48,-1884870688,Mobile,50.724864,3.643802,50.723060,3.632340,88,-6.500000,830.723877,0,"seq 9"
-106,11:14:48,-1884870688,Mobile,50.724864,3.643802,50.723060,3.632340,88,6.000000,830.723877,0,"seq 10"
-63,11:15:48,-1884870688,Mobile,50.724864,3.643802,50.723060,3.632340,88,6.500000,830.723877,0,"seq 11"
-81,11:16:48,-1884870688,Mobile,50.724864,3.643802,50.723060,3.632340,88,3.250000,830.723877,0,"seq 12"
-97,11:17:49,-1884870688,Mobile,50.724864,3.643802,50.723060,3.632340,88,-12.750000,830.723877,0,"seq 13"
-118,11:19:49,-1884870688,Mobile,50.724864,3.643802,50.723060,3.632340,88,3.000000,830.723877,0,"seq 15"
-100,11:20:49,-1884870688,Mobile,50.724864,3.591373,50.723060,3.632340,88,-5.750000,2888.493408,0,"seq 16"
-110,11:21:49,-1884870688,Mobile,50.724864,3.591373,50.723060,3.632340,88,-9.500000,2888.493408,0,"seq 17"
-115,11:23:49,-1884870688,Mobile,50.724864,3.591373,50.723060,3.632340,88,-15.250000,2888.493408,0,"seq 19"
-119,11:37:39,-1884870688,Mobile,50.724864,3.591373,50.723060,3.632340,88,-4.500000,2888.493408,0,"seq 3"
-109,11:39:39,-1884870688,Mobile,50.724864,3.591373,50.723060,3.632340,88,4.750000,2888.493408,0,"seq 5"
-94,11:40:39,-1884870688,Mobile,50.724864,3.591373,50.723060,3.632340,88,6.000000,2888.493408,0,"seq 6"
-83,11:41:39,-1884870688,Mobile,50.724864,3.591373,50.723060,3.632340,88,0.500000,2888.493408,0,"seq 7"
-103,11:42:39,-1884870688,Mobile,50.724864,3.591373,50.723060,3.632340,88,6.000000,2888.493408,0,"seq 8"
-75,09:50:47,-1884870688,,0.000000,0.000000,50.723060,3.632340,88,6.250000,0,0,"seq 1"
-43,09:51:47,-1884870688,,0.000000,0.000000,50.723060,3.632340,88,6.500000,0,0,"seq 2"
-43,09:52:47,-1884870688,,0.000000,0.000000,50.723060,3.632340,88,6.000000,0,0,"seq 3"
-41,09:53:47,-1884870688,,0.000000,0.000000,50.723060,3.632340,88,6.750000,0,0,"seq 4"
-42,09:54:47,-1884870688,,0.000000,0.000000,50.723060,3.632340,88,5.500000,0,0,"seq 5"
-84,09:55:47,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-15.750000,0,0,"seq 6"
-125,09:59:48,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-4.750000,0,0,"seq 10"
-115,10:00:48,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-4.250000,0,0,"seq 11"
-114,10:01:48,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-6.750000,0,0,"seq 12"
-116,12:28:02,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,3.500000,0,0,"seq 158"
-105,12:29:03,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,3.000000,0,0,"seq 159"
-104,12:30:03,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,1.500000,0,0,"seq 160"
-107,12:31:03,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,3.750000,0,0,"seq 161"
-104,12:32:03,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,3.250000,0,0,"seq 162"
-103,12:33:03,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,3.250000,0,0,"seq 163"
-105,12:34:03,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,4.250000,0,0,"seq 164"
-104,12:35:03,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,3.250000,0,0,"seq 165"
-105,12:36:03,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,3.750000,0,0,"seq 166"
-105,12:37:03,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,3.750000,0,0,"seq 167"
-103,12:38:03,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,2.250000,0,0,"seq 168"
-107,12:39:04,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,1.250000,0,0,"seq 169"
-107,12:40:04,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,4.000000,0,0,"seq 170"
-104,12:42:04,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-12.500000,0,0,"seq 172"
-119,12:53:05,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-15.000000,0,0,"seq 183"
-125,12:57:05,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-11.250000,0,0,"seq 187"
-121,14:27:02,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-7.750000,0,0,"seq 29"
-118,14:32:02,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-9.000000,0,0,"seq 34"
-118,14:33:02,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-3.000000,0,0,"seq 35"
-113,14:34:02,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,6.500000,0,0,"seq 36"
-77,14:35:02,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,6.500000,0,0,"seq 37"
-57,16:31:37,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,7.000000,0,0,"seq 1"
-55,16:32:37,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,6.000000,0,0,"seq 2"
-59,16:33:37,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-3.500000,0,0,"seq 3"
-111,16:35:37,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-11.000000,0,0,"seq 5"
-121,16:36:38,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-18.750000,0,0,"seq 6"
-128,21:05:03,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-8.500000,0,0,"seq 274"
-119,21:07:03,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-4.000000,0,0,"seq 276"
-112,21:09:04,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-13.000000,0,0,"seq 278"
-123,21:11:03,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,5.500000,0,0,"seq 280"
-77,11:54:26,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,6.250000,0,0,"seq 1"
-58,11:55:25,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,6.000000,0,0,"seq 2"
-57,11:56:26,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,6.000000,0,0,"seq 3"
-51,11:57:26,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,5.500000,0,0,"seq 4"
-89,11:58:26,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-5.250000,0,0,"seq 5"
-114,11:59:26,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-6.000000,0,0,"seq 6"
-115,12:00:26,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-7.250000,0,0,"seq 7"
-116,12:01:26,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-8.500000,0,0,"seq 8"
-118,12:02:26,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-10.000000,0,0,"seq 9"
-117,12:04:26,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-7.750000,0,0,"seq 11"
-116,12:07:26,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-10.500000,0,0,"seq 14"
-119,12:43:30,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-15.000000,0,0,"seq 50"
-123,12:45:30,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-11.250000,0,0,"seq 52"
-120,12:46:30,-1884870688,Mobile,0.000000,0.000000,50.723060,3.632340,88,-13.750000,0,0,"seq 53"
-122,12:48:31,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,-14.250000,18517.195312,0,"seq 55"
-123,12:49:31,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,-8.750000,18517.195312,0,"seq 56"
-118,12:52:31,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,-8.000000,18517.195312,0,"seq 59"
-117,12:53:32,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,-4.000000,18517.195312,0,"seq 60"
-112,12:58:32,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,-2.500000,18517.195312,0,"seq 65"
-107,12:59:32,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,0.750000,18517.195312,0,"seq 66"
-107,13:00:32,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,0.500000,18517.195312,0,"seq 67"
-107,13:01:32,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,0.250000,18517.195312,0,"seq 68"
-107,13:02:32,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,0.500000,18517.195312,0,"seq 69"
-107,13:03:33,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,1.000000,18517.195312,0,"seq 70"
-107,14:09:39,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,3.250000,18517.195312,0,"seq 136"
-103,14:10:39,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,-5.750000,18517.195312,0,"seq 137"
-114,14:14:39,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,4.500000,18517.195312,0,"seq 141"
-94,14:15:39,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,6.500000,18517.195312,0,"seq 142"
-64,14:16:39,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,1.250000,18517.195312,0,"seq 143"
-104,14:17:40,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,0.250000,18517.195312,0,"seq 144"
-107,14:18:40,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,-9.000000,18517.195312,0,"seq 145"
-115,14:19:40,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,-7.250000,18517.195312,0,"seq 146"
-105,14:20:40,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,1.500000,18517.195312,0,"seq 147"
-105,14:21:40,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,-3.500000,18517.195312,0,"seq 148"
-109,14:22:40,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,4.250000,18517.195312,0,"seq 149"
-97,14:23:39,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,6.250000,18517.195312,0,"seq 150"
-86,14:24:39,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,6.250000,18517.195312,0,"seq 151"
-90,14:25:39,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,5.250000,18517.195312,0,"seq 152"
-90,14:26:40,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,6.000000,18517.195312,0,"seq 153"
-82,14:27:40,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,6.250000,18517.195312,0,"seq 154"
-84,14:28:40,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,6.000000,18517.195312,0,"seq 155"
-68,14:29:47,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,5.500000,18517.195312,0,"seq 1"
-87,14:30:47,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,6.000000,18517.195312,0,"seq 2"
-91,14:31:47,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,5.500000,18517.195312,0,"seq 3"
-88,14:32:47,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,6.000000,18517.195312,0,"seq 4"
-90,14:33:47,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,6.000000,18517.195312,0,"seq 5"
-86,14:34:48,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,5.750000,18517.195312,0,"seq 6"
-87,14:35:47,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,6.000000,18517.195312,0,"seq 7"
-88,14:36:47,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,5.750000,18517.195312,0,"seq 8"
-89,14:37:47,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,4.500000,18517.195312,0,"seq 9"
-91,14:38:47,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,6.250000,18517.195312,0,"seq 10"
-85,14:39:48,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,6.750000,18517.195312,0,"seq 11"
-86,14:40:48,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,5.250000,18517.195312,0,"seq 12"
-87,14:41:48,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,5.500000,18517.195312,0,"seq 13"
-90,14:42:48,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,7.000000,18517.195312,0,"seq 14"
-86,14:43:48,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,5.750000,18517.195312,0,"seq 15"
-87,14:44:48,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,3.000000,18517.195312,0,"seq 16"
-92,14:45:48,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,4.500000,18517.195312,0,"seq 17"
-90,14:46:49,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,6.250000,18517.195312,0,"seq 18"
-92,14:47:48,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,4.500000,18517.195312,0,"seq 19"
-96,14:48:48,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,6.250000,18517.195312,0,"seq 20"
-92,14:49:48,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,5.250000,18517.195312,0,"seq 21"
-89,14:50:49,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,5.500000,18517.195312,0,"seq 22"
-92,14:51:49,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,5.250000,18517.195312,0,"seq 23"
-93,14:52:49,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,6.000000,18517.195312,0,"seq 24"
-89,14:53:49,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,5.250000,18517.195312,0,"seq 25"
-89,14:54:49,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,6.500000,18517.195312,0,"seq 26"
-89,14:55:49,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,6.000000,18517.195312,0,"seq 27"
-89,14:56:49,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,5.500000,18517.195312,0,"seq 28"
-87,14:57:49,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,6.250000,18517.195312,0,"seq 29"
-86,14:58:49,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,6.000000,18517.195312,0,"seq 30"
-89,14:59:50,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,5.250000,18517.195312,0,"seq 31"
-89,15:00:50,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,7.000000,18517.195312,0,"seq 32"
-85,15:01:50,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,6.000000,18517.195312,0,"seq 33"
-87,15:02:50,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,5.750000,18517.195312,0,"seq 34"
-87,15:03:50,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,5.250000,18517.195312,0,"seq 35"
-88,15:04:50,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,6.250000,18517.195312,0,"seq 36"
-85,15:05:50,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,6.500000,18517.195312,0,"seq 37"
-86,15:06:50,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,5.750000,18517.195312,0,"seq 38"
-85,15:07:50,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,2.750000,18517.195312,0,"seq 39"
-103,15:08:50,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,5.250000,18517.195312,0,"seq 40"
-98,15:09:50,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,4.250000,18517.195312,0,"seq 41"
-97,15:10:51,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,4.750000,18517.195312,0,"seq 42"
-94,15:11:51,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,5.500000,18517.195312,0,"seq 43"
-93,15:12:51,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,5.250000,18517.195312,0,"seq 44"
-95,15:13:51,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,6.750000,18517.195312,0,"seq 45"
-92,15:14:51,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,5.500000,18517.195312,0,"seq 46"
-89,15:15:51,-1884870688,Mobile,50.672435,3.381658,50.723060,3.632340,88,5.250000,18517.195312,0,"seq 47"
